"ID","Species_Eng","CommonName","Classification","Classification2"
61434,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
37091,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
49830,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
57636,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
5377,"Juglans sp.","walnut","walnut","Wild Nuts"
24939,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28693,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28724,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28740,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58747,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
59591,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
60472,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
36742,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36880,"Oryza sativa","rice","crop (rice)","Millets + Rice"
41727,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36718,"Quercus sp.","oaks","acorn","Wild Nuts"
22089,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
54206,"Oryza sativa","rice","crop (rice)","Millets + Rice"
57871,"Oryza sativa","rice","crop (rice)","Millets + Rice"
58241,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62272,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62307,"Oryza sativa","rice","crop (rice)","Millets + Rice"
22092,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
22095,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
42950,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
59480,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
22083,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
57637,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
42953,"Juglans sp.","walnut","walnut","Wild Nuts"
21467,"Quercus sp.","oaks","acorn","Wild Nuts"
49833,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
29501,"Quercus sp.","oaks","acorn","Wild Nuts"
44946,"Quercus sp.","oaks","acorn","Wild Nuts"
60051,"Quercus sp.","oaks","acorn","Wild Nuts"
60474,"Quercus sp.","oaks","acorn","Wild Nuts"
58748,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
22086,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
36720,"Quercus sp.","oaks","acorn","Wild Nuts"
29502,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
44464,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
59834,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
36719,"Lithocarpus edulis","common stone oak","acorn","Wild Nuts"
37092,"Lithocarpus edulis","common stone oak","acorn","Wild Nuts"
37049,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37067,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37089,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
42986,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
48031,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58749,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
42947,"Quercus sp.","oaks","acorn","Wild Nuts"
42949,"Quercus aliena / gilva","opriental white, red-bark oak oak","acorn","Wild Nuts"
44947,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
48863,"Oryza sativa","rice","crop (rice)","Millets + Rice"
54008,"Quercus sp.","oaks","acorn","Wild Nuts"
37090,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
44952,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50949,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50262,"Quercus sp.","oaks","acorn","Wild Nuts"
22091,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
59065,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
33908,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
22085,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
50261,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
21466,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
44943,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
46990,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
51799,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
44463,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
51788,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
22088,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
60049,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
60050,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44945,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
44944,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
42958,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50264,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48016,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
48032,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
48090,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
57678,"Quercus acuta","Japanese evergreen","acorn","Wild Nuts"
48034,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
48092,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
62304,"Fagus japonica","Japanese beech","beechnut","Wild Nuts"
58863,"Quercus sp.","oaks","acorn","Wild Nuts"
36678,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
36687,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
42993,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
48036,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
48088,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
57894,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
60232,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
48015,"Quercus serrata / Q.  glauca","jolcham oak, ring-cup oak","acorn","Wild Nuts"
50735,"Quercus sp.","oaks","acorn","Wild Nuts"
50947,"Quercus sp.","oaks","acorn","Wild Nuts"
57870,"Quercus sp.","oaks","acorn","Wild Nuts"
48089,"Lithocarpus glaber","Japanese blue oak","acorn","Wild Nuts"
37052,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
37051,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
58272,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
48093,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
48095,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
48096,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
48098,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
48097,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
48018,"Quercus sp.","oaks","acorn","Wild Nuts"
59064,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
48019,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48038,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48078,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
37093,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
57675,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
58702,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
37114,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
44146,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48729,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
61912,"Castanopsis sieboldii?","Itajii chinkapin?","beechnut","Wild Nuts"
9209,"Oryza sativa","rice","crop (rice)","Millets + Rice"
44148,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
9180,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50613,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
61043,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
9181,"Aesculus turbinata","horse-chestnut","buckeye","Wild Nuts"
50622,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
50612,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
30161,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
48736,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50610,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
5597,"Oryza sativa","rice","crop (rice)","Millets + Rice"
56628,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50614,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
58703,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
5592,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
5593,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
57679,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
8811,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33768,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33907,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
36689,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
61042,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
50737,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
58430,"Oryza sativa","rice","crop (rice)","Millets + Rice"
11404,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37046,"Oryza sativa","rice","crop (rice)","Millets + Rice"
5598,"Castanea sp.","chestnut","chestnut","Wild Nuts"
22079,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
26220,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28671,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28713,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28728,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
29498,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33906,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36688,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
44941,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
46988,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
48086,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
48735,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50258,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50608,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
54159,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
56631,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
59067,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
37379,"Juglans sp.","walnut","walnut","Wild Nuts"
38214,"Juglans sp.","walnut","walnut","Wild Nuts"
44147,"Juglans sp.","walnut","walnut","Wild Nuts"
5600,"Juglans sp.","walnut","walnut","Wild Nuts"
38215,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
44942,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
50609,"Juglans mandshurica var. cordiformis /","manchurian walnut","walnut","Wild Nuts"
50259,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
58877,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
43005,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
37376,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37128,"Oryza sativa","rice","crop (rice)","Millets + Rice"
36680,"Oryza sativa","rice","crop (rice)","Millets + Rice"
49823,"Oryza sativa","rice","crop (rice)","Millets + Rice"
50621,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37074,"Oryza sativa","rice","crop (rice)","Millets + Rice"
48026,"Oryza sativa","rice","crop (rice)","Millets + Rice"
48111,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42362,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
42364,"Setaria italica/viridis","foxtail/green foxtail millet","crop (millet)","Millets + Rice"
42355,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42357,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
42356,"Oryza sativa","rice","crop (rice)","Millets + Rice"
42361,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
42363,"Setaria italica/viridis","foxtail/green foxtail millet","crop (millet)","Millets + Rice"
61433,"Quercus sp.","oaks","acorn","Wild Nuts"
62326,"Quercus sp. / Castanopsis sp.","oaks, chinquapin","acorn / beechnut","Wild Nuts"
42358,"Panicum miliaceum","proso millet","crop (millet)","Millets + Rice"
62328,"Echinochloa esculenta / Panicum miliaceum","barnyard grass / Proso millet","crop (millet)","Millets + Rice"
42351,"Quercus sp.","oaks","acorn","Wild Nuts"
62327,"Castanopsis sp.?","chinquapin?","beechnut","Wild Nuts"
29522,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29521,"Oryza sativa","rice","crop (rice)","Millets + Rice"
62300,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29510,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50204,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
50209,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
10845,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
14233,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50202,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50203,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
10846,"Oryza sativa?","rice?","crop (rice)","Millets + Rice"
54126,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
54132,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
54125,"Oryza sativa","rice","crop (rice)","Millets + Rice"
54131,"Oryza sativa","rice","crop (rice)","Millets + Rice"
28978,"Quercus cf. aliena","oriental white oak","acorn","Wild Nuts"
28930,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
28927,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
30448,"Oryza sativa","rice","crop (rice)","Millets + Rice"
29002,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
28983,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
28929,"Quercus sp.","oaks","acorn","Wild Nuts"
28982,"Quercus sp.","oaks","acorn","Wild Nuts"
28931,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
28985,"Fagaceae","beech and oaks family","acorn / beechnut","Wild Nuts"
28984,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
29000,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
28928,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
28981,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
28979,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
28940,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
28922,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
28973,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
30430,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
32608,"Oryza sativa","rice","crop (rice)","Millets + Rice"
32604,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
38220,"Juglans sp.","walnut","walnut","Wild Nuts"
38217,"Quercoideae (Quercus / Castanopsis / Lithocarpus / Cyclobalanopsis)","oak acorn","acorn / beechnut","Wild Nuts"
16052,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
16055,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
16099,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
16053,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
12903,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
12913,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
16161,"?Setaria italica","?foxtail millet","crop (millet)","Millets + Rice"
12902,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12912,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16050,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
16046,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
16045,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
15900,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16075,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16129,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16040,"Corylus heterophylla","Asian hazel","hazelnut","Wild Nuts"
16057,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
16058,"Quercus sp.","oaks","acorn","Wild Nuts"
16101,"Quercus sp.","oaks","acorn","Wild Nuts"
36779,"Quercus sp.","oaks","acorn","Wild Nuts"
16044,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
16047,"Quercus myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
16048,"Quercus cf. myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
16043,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
16051,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
16076,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16130,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16056,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
16100,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
16054,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
16049,"Quercus cf. myrsinifolia","bamboo-leaf oak","acorn","Wild Nuts"
14973,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12765,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16077,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16131,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
36805,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
16159,"Oryza sativa","rice","crop (rice)","Millets + Rice"
16039,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16095,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
36778,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
16078,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
18759,"Oryza sativa","rice","crop (rice)","Millets + Rice"
23860,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38632,"Oryza sativa","rice","crop (rice)","Millets + Rice"
53699,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18763,"Castanea crenata?","Japanese chestnut?","chestnut","Wild Nuts"
20094,"Oryza sativa","rice","crop (rice)","Millets + Rice"
18765,"Juglans sp.","walnut","walnut","Wild Nuts"
17413,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
49401,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
49400,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
47473,"Oryza sativa","rice","crop (rice)","Millets + Rice"
22997,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
22998,"Quercus acutissima?","sawtooth oak?","acorn","Wild Nuts"
20096,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
47474,"Setaria italica","foxtail millet","crop (millet)","Millets + Rice"
19464,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
11755,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19453,"Oryza sativa","rice","crop (rice)","Millets + Rice"
19463,"Oryza sativa","rice","crop (rice)","Millets + Rice"
20095,"Oryza sativa","rice","crop (rice)","Millets + Rice"
22999,"Oryza sativa","rice","crop (rice)","Millets + Rice"
12843,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
49397,"Quercus cf. acuta","Japanese evergreen","acorn","Wild Nuts"
50308,"Oryza sativa","rice","crop (rice)","Millets + Rice"
47451,"Quercus sp.","oaks","acorn","Wild Nuts"
49399,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
49394,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
47463,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
49398,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
49396,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
49395,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
17415,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
47450,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
12844,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
17458,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38646,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
17418,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
17414,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
23853,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
38645,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38648,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
19465,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
18767,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
23849,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
38647,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
47449,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50306,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
50270,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
50271,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
50269,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
38596,"Quercus glauca","ring-cupped oak","acorn","Wild Nuts"
38590,"Quercus acutissima","sawtooth oak","acorn","Wild Nuts"
38597,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38591,"Juglans sp.","walnut","walnut","Wild Nuts"
38594,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
50591,"Quercus sp.","oaks","acorn","Wild Nuts"
50593,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
50590,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
24731,"Oryza sativa","rice","crop (rice)","Millets + Rice"
24726,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38837,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38838,"Quercus sp.","oaks","acorn","Wild Nuts"
24730,"Oryza sativa","rice","crop (rice)","Millets + Rice"
38836,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
58279,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
58278,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
37530,"Oryza sativa","rice","crop (rice)","Millets + Rice"
37527,"Quercus sp.","oaks","acorn","Wild Nuts"
38975,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
38974,"Quercus sp.","oaks","acorn","Wild Nuts"
38979,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
38973,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
30228,"Quercus sp.","oaks","acorn","Wild Nuts"
30229,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
30252,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
43589,"Oryza sativa","rice","crop (rice)","Millets + Rice"
43724,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
43776,"Quercus sp.","oaks","acorn","Wild Nuts"
43704,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
43723,"Quercus aliena","oriental white oak","acorn","Wild Nuts"
43703,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
43777,"Quercus sp.","oaks","acorn","Wild Nuts"
43752,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
43725,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
32882,"Quercus serrata","jolcham oak","acorn","Wild Nuts"
59881,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45174,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
45195,"Oryza sativa","rice","crop (rice)","Millets + Rice"
45196,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
32883,"Castanea crenata","Japanese chestnut","chestnut","Wild Nuts"
45176,"Castanopsis sp.","chinquapin","beechnut","Wild Nuts"
32884,"Castanopsis sieboldii subsp. sieboldii","Itajii chinkapin","beechnut","Wild Nuts"
45175,"Castanopsis cf. cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
32885,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
58043,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
58044,"Quercus gilva","red-bark oak","acorn","Wild Nuts"
58045,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
32880,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
59007,"Castanopsis cuspidata","Japanese chinquapin","beechnut","Wild Nuts"
31276,"Oryza sativa","rice","crop (rice)","Millets + Rice"
31318,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
31317,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
31316,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
39842,"Fagus crenata","Japanese beech","beechnut","Wild Nuts"
39844,"Quercus subgenus Cyclobalanopsis","ring-cupped oaks","acorn","Wild Nuts"
39845,"Quercus sp.","oaks","acorn","Wild Nuts"
39862,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
30210,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
39836,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33749,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
33750,"Quercus sp.","oaks","acorn","Wild Nuts"
34254,"Setaria italica/Echinochloa esculenta","foxtail/barnyard milllet","crop (millet)","Millets + Rice"
34251,"Oryza sativa","rice","crop (rice)","Millets + Rice"
30223,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33489,"Quercus subgen. Quercus","white oaks","acorn","Wild Nuts"
55615,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33496,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
55614,"Aesculus turbinata","Japanese horse-chestnut","buckeye","Wild Nuts"
33486,"Juglans mandshurica","manchurian walnut","walnut","Wild Nuts"
